"","Subject","Stem","StimulusType","FirstResponse","SecondResponse","ThirdResponse","Onset","ClusterOnset","PossibleWithB","Place","Manner","StressStimulus","Gender","Age","AgeGroup","EducationLevel","EducationField","SubjectGroup"
"472","A5","tul","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"473","A5","bost","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"474","A5","vurl","verb","OB",NA,NA,"v","no",TRUE,"labial","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"475","A5","razhn","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"476","A5","dukt","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"477","A5","patl","verb","OB",NA,NA,"p","no",TRUE,"labial","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"478","A5","tkab","verb","O",NA,NA,"tk","yes",FALSE,"dental","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"479","A5","xop","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"480","A5","moml","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"481","A5","tov","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"482","A5","daml","verb","O","OB",NA,"d","no",TRUE,"dental","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"483","A5","lopr","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"484","A5","zhaxl","verb","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"485","A5","rogl","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"486","A5","pur","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"487","A5","zup","verb","OB",NA,NA,"z","no",TRUE,"dental","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"488","A5","guzv","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"489","A5","znup","verb","OB",NA,NA,"zn","yes",TRUE,"dental","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"490","A5","murl","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"491","A5","zhrap","verb","OB",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"492","A5","nokr","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"493","A5","kochl","verb","OB",NA,NA,"k","no",TRUE,"velar","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"494","A5","gab","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"495","A5","skol","verb","OB",NA,NA,"sk","yes",TRUE,"dental","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"496","A5","shchul","verb","OB",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"497","A5","zhuskl","verb","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"498","A5","jal","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"499","A5","gnor","verb","OB",NA,NA,"gn","yes",TRUE,"velar","stop","root","female",21,"young","IncompleteHigher","Humanities","A"
"500","A5","jup","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"501","A5","spul","verb","O",NA,NA,"sp","yes",TRUE,"dental","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"502","A5","nad","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"503","A5","chtus","verb","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","female",21,"young","IncompleteHigher","Humanities","A"
"504","A5","zopr","verb","OB",NA,NA,"z","no",TRUE,"dental","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"505","A5","lus","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","female",21,"young","IncompleteHigher","Humanities","A"
"506","A5","zhgav","verb","O",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","root","female",21,"young","IncompleteHigher","Humanities","A"
"507","A6","bost","verb","OB",NA,NA,"b","no",TRUE,"labial","stop","root","male",21,"young","IncompleteHigher","Science","A"
"508","A6","shakl","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"509","A6","xushn","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"510","A6","razhn","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"511","A6","cav","verb","O",NA,NA,"c","no",TRUE,"dental","affricate","root","male",21,"young","IncompleteHigher","Science","A"
"512","A6","jal","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"513","A6","skol","verb","OB","O",NA,"sk","yes",TRUE,"dental","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"514","A6","bukl","verb","OB",NA,NA,"b","no",TRUE,"labial","stop","root","male",21,"young","IncompleteHigher","Science","A"
"515","A6","chup","verb","O","OB",NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",21,"young","IncompleteHigher","Science","A"
"516","A6","sur","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"518","A6","shadr","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"519","A6","tul","verb","O","OB",NA,"t","no",TRUE,"dental","stop","root","male",21,"young","IncompleteHigher","Science","A"
"520","A6","vazhd","verb","OB",NA,NA,"v","no",TRUE,"labial","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"521","A6","gab","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",21,"young","IncompleteHigher","Science","A"
"522","A6","xop","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"523","A6","spul","verb","O","OBO",NA,"sp","yes",TRUE,"dental","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"524","A6","tov","verb","O",NA,NA,"t","no",TRUE,"dental","stop","root","male",21,"young","IncompleteHigher","Science","A"
"525","A6","zhrap","verb","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"526","A6","lopr","verb","O","OB",NA,"l","no",TRUE,"dental","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"527","A6","sagl","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"528","A6","guzv","verb","OB",NA,NA,"g","no",TRUE,"velar","stop","root","male",21,"young","IncompleteHigher","Science","A"
"529","A6","dukt","verb","O",NA,NA,"d","no",TRUE,"dental","stop","root","male",21,"young","IncompleteHigher","Science","A"
"530","A6","zup","verb","O","OB",NA,"z","no",TRUE,"dental","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"531","A6","chav","verb","OB",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",21,"young","IncompleteHigher","Science","A"
"532","A6","znup","verb","O",NA,NA,"zn","yes",TRUE,"dental","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"533","A6","patl","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","male",21,"young","IncompleteHigher","Science","A"
"534","A6","moml","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"535","A6","daml","verb","O","OB",NA,"d","no",TRUE,"dental","stop","root","male",21,"young","IncompleteHigher","Science","A"
"536","A6","shchul","verb","OB",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"537","A6","zhaxl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"538","A6","jup","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"539","A6","zopr","verb","OB",NA,NA,"z","no",TRUE,"dental","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"540","A6","vurl","verb","OB",NA,NA,"v","no",TRUE,"labial","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"541","A6","nad","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"542","A6","pur","verb","O","OB",NA,"p","no",TRUE,"labial","stop","root","male",21,"young","IncompleteHigher","Science","A"
"543","A6","tkab","verb","O",NA,NA,"tk","yes",FALSE,"dental","stop","root","male",21,"young","IncompleteHigher","Science","A"
"544","A6","zhuskl","verb","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",21,"young","IncompleteHigher","Science","A"
"545","A6","kamp","verb","OB",NA,NA,"k","no",TRUE,"velar","stop","root","male",21,"young","IncompleteHigher","Science","A"
"546","A6","kochl","verb","O",NA,NA,"k","no",TRUE,"velar","stop","root","male",21,"young","IncompleteHigher","Science","A"
"547","A6","murl","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"548","A6","nokr","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"550","A6","chtus","verb","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","male",21,"young","IncompleteHigher","Science","A"
"551","A6","lus","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"552","A6","rogl","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",21,"young","IncompleteHigher","Science","A"
"553","A7","sur","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"554","A7","xushn","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"555","A7","chup","verb","OB",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",20,"young","IncompleteHigher","Humanities","A"
"556","A7","guzv","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"557","A7","chav","verb","OB","O",NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",20,"young","IncompleteHigher","Humanities","A"
"558","A7","razhn","verb","O",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"559","A7","gnor","verb","OB",NA,NA,"gn","yes",TRUE,"velar","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"560","A7","bukl","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"561","A7","gab","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"562","A7","nokr","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"563","A7","daml","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"564","A7","tov","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"565","A7","shadr","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"566","A7","zopr","verb","OB",NA,NA,"z","no",TRUE,"dental","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"567","A7","bost","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"568","A7","vurl","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"569","A7","pur","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"570","A7","tul","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"571","A7","zhuskl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"572","A7","shakl","verb","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"573","A7","cav","verb","OB",NA,NA,"c","no",TRUE,"dental","affricate","root","male",20,"young","IncompleteHigher","Humanities","A"
"574","A7","shchul","verb","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"575","A7","spul","verb","OB",NA,NA,"sp","yes",TRUE,"dental","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"576","A7","moml","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"577","A7","zhaxl","verb","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"578","A7","sagl","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"579","A7","dukt","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"580","A7","kamp","verb","OB",NA,NA,"k","no",TRUE,"velar","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"581","A7","jal","verb","O",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"582","A7","skol","verb","O",NA,NA,"sk","yes",TRUE,"dental","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"583","A7","vazhd","verb","OB",NA,NA,"v","no",TRUE,"labial","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"584","A7","nad","verb","O",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"585","A7","znup","verb","OB",NA,NA,"zn","yes",TRUE,"dental","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"586","A7","zup","verb","O",NA,NA,"z","no",TRUE,"dental","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"587","A7","xop","verb","O",NA,NA,"x","no",TRUE,"velar","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"588","A7","lus","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"589","A7","patl","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"590","A7","lopr","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"591","A7","jup","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"592","A7","rogl","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"593","A7","chtus","verb","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","male",20,"young","IncompleteHigher","Humanities","A"
"594","A7","kochl","verb","OB",NA,NA,"k","no",TRUE,"velar","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"595","A7","murl","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",20,"young","IncompleteHigher","Humanities","A"
"596","A7","tkab","verb","O",NA,NA,"tk","yes",FALSE,"dental","stop","root","male",20,"young","IncompleteHigher","Humanities","A"
"597","A7","zhgav","verb","OB",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"598","A7","zhrap","verb","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","root","male",20,"young","IncompleteHigher","Humanities","A"
"599","A8","shchul","verb","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","root","male",23,"young","Higher","Humanities","A"
"600","A8","shadr","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",23,"young","Higher","Humanities","A"
"601","A8","gnor","verb","OB",NA,NA,"gn","yes",TRUE,"velar","stop","root","male",23,"young","Higher","Humanities","A"
"602","A8","tul","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","male",23,"young","Higher","Humanities","A"
"603","A8","bost","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","male",23,"young","Higher","Humanities","A"
"604","A8","xop","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","male",23,"young","Higher","Humanities","A"
"605","A8","bukl","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","male",23,"young","Higher","Humanities","A"
"606","A8","moml","verb","O",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",23,"young","Higher","Humanities","A"
"607","A8","sur","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",23,"young","Higher","Humanities","A"
"608","A8","xushn","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","male",23,"young","Higher","Humanities","A"
"609","A8","zhaxl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",23,"young","Higher","Humanities","A"
"610","A8","guzv","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",23,"young","Higher","Humanities","A"
"611","A8","gab","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",23,"young","Higher","Humanities","A"
"612","A8","zhuskl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",23,"young","Higher","Humanities","A"
"613","A8","znup","verb","O",NA,NA,"zn","yes",TRUE,"dental","fricative","root","male",23,"young","Higher","Humanities","A"
"614","A8","chav","verb","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",23,"young","Higher","Humanities","A"
"615","A8","dukt","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","male",23,"young","Higher","Humanities","A"
"616","A8","cav","verb","O","OB",NA,"c","no",TRUE,"dental","affricate","root","male",23,"young","Higher","Humanities","A"
"617","A8","daml","verb","O",NA,NA,"d","no",TRUE,"dental","stop","root","male",23,"young","Higher","Humanities","A"
"618","A8","nokr","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",23,"young","Higher","Humanities","A"
"619","A8","zopr","verb","O",NA,NA,"z","no",TRUE,"dental","fricative","root","male",23,"young","Higher","Humanities","A"
"620","A8","chup","verb","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",23,"young","Higher","Humanities","A"
"621","A8","sagl","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",23,"young","Higher","Humanities","A"
"622","A8","vurl","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","male",23,"young","Higher","Humanities","A"
"623","A8","kamp","verb","O",NA,NA,"k","no",TRUE,"velar","stop","root","male",23,"young","Higher","Humanities","A"
"624","A8","rogl","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",23,"young","Higher","Humanities","A"
"625","A8","pur","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","male",23,"young","Higher","Humanities","A"
"626","A8","shakl","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",23,"young","Higher","Humanities","A"
"627","A8","razhn","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",23,"young","Higher","Humanities","A"
"628","A8","zhrap","verb","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","root","male",23,"young","Higher","Humanities","A"
"629","A8","patl","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","male",23,"young","Higher","Humanities","A"
"630","A8","tkab","verb","O",NA,NA,"tk","yes",FALSE,"dental","stop","root","male",23,"young","Higher","Humanities","A"
"631","A8","spul","verb","O",NA,NA,"sp","yes",TRUE,"dental","fricative","root","male",23,"young","Higher","Humanities","A"
"632","A8","kochl","verb","O",NA,NA,"k","no",TRUE,"velar","stop","root","male",23,"young","Higher","Humanities","A"
"633","A8","tov","verb","O",NA,NA,"t","no",TRUE,"dental","stop","root","male",23,"young","Higher","Humanities","A"
"634","A8","jup","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",23,"young","Higher","Humanities","A"
"635","A8","lopr","verb","O",NA,NA,"l","no",TRUE,"dental","sonorant","root","male",23,"young","Higher","Humanities","A"
"636","A8","nad","verb","O",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",23,"young","Higher","Humanities","A"
"637","A8","jal","verb","O",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",23,"young","Higher","Humanities","A"
"638","A8","skol","verb","O",NA,NA,"sk","yes",TRUE,"dental","fricative","root","male",23,"young","Higher","Humanities","A"
"639","A8","zup","verb","O",NA,NA,"z","no",TRUE,"dental","fricative","root","male",23,"young","Higher","Humanities","A"
"640","A8","lus","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","male",23,"young","Higher","Humanities","A"
"641","A8","vazhd","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","male",23,"young","Higher","Humanities","A"
"642","A8","murl","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",23,"young","Higher","Humanities","A"
"643","A8","zhgav","verb","OB",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","root","male",23,"young","Higher","Humanities","A"
"644","A8","chtus","verb","OB",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","male",23,"young","Higher","Humanities","A"
"645","A9","vazhd","verb","OB",NA,NA,"v","no",TRUE,"labial","fricative","root","female",23,"young","Higher","Humanities","A"
"647","A9","shchul","verb","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","root","female",23,"young","Higher","Humanities","A"
"648","A9","jup","verb","O",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","female",23,"young","Higher","Humanities","A"
"649","A9","zhrap","verb","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","root","female",23,"young","Higher","Humanities","A"
"650","A9","vurl","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","female",23,"young","Higher","Humanities","A"
"651","A9","zhgav","verb","O",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","root","female",23,"young","Higher","Humanities","A"
"652","A9","xushn","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","female",23,"young","Higher","Humanities","A"
"653","A9","shadr","verb","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","female",23,"young","Higher","Humanities","A"
"654","A9","gnor","verb","O",NA,NA,"gn","yes",TRUE,"velar","stop","root","female",23,"young","Higher","Humanities","A"
"655","A9","bukl","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","female",23,"young","Higher","Humanities","A"
"656","A9","sur","verb","O",NA,NA,"s","no",TRUE,"dental","fricative","root","female",23,"young","Higher","Humanities","A"
"657","A9","chtus","verb","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","female",23,"young","Higher","Humanities","A"
"658","A9","chav","verb","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","female",23,"young","Higher","Humanities","A"
"659","A9","zhaxl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","female",23,"young","Higher","Humanities","A"
"660","A9","cav","verb","OB",NA,NA,"c","no",TRUE,"dental","affricate","root","female",23,"young","Higher","Humanities","A"
"661","A9","tkab","verb","O",NA,NA,"tk","yes",FALSE,"dental","stop","root","female",23,"young","Higher","Humanities","A"
"662","A9","xop","verb","O",NA,NA,"x","no",TRUE,"velar","fricative","root","female",23,"young","Higher","Humanities","A"
"663","A9","moml","verb","O",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",23,"young","Higher","Humanities","A"
"664","A9","chup","verb","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","female",23,"young","Higher","Humanities","A"
"665","A9","dukt","verb","O",NA,NA,"d","no",TRUE,"dental","stop","root","female",23,"young","Higher","Humanities","A"
"666","A9","znup","verb","O",NA,NA,"zn","yes",TRUE,"dental","fricative","root","female",23,"young","Higher","Humanities","A"
"667","A9","zup","verb","O",NA,NA,"z","no",TRUE,"dental","fricative","root","female",23,"young","Higher","Humanities","A"
"668","A9","tul","verb","O",NA,NA,"t","no",TRUE,"dental","stop","root","female",23,"young","Higher","Humanities","A"
"669","A9","pur","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","female",23,"young","Higher","Humanities","A"
"670","A9","gab","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","female",23,"young","Higher","Humanities","A"
"671","A9","daml","verb","O",NA,NA,"d","no",TRUE,"dental","stop","root","female",23,"young","Higher","Humanities","A"
"672","A9","kochl","verb","O",NA,NA,"k","no",TRUE,"velar","stop","root","female",23,"young","Higher","Humanities","A"
"673","A9","patl","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","female",23,"young","Higher","Humanities","A"
"674","A9","sagl","verb","OB","O",NA,"s","no",TRUE,"dental","fricative","root","female",23,"young","Higher","Humanities","A"
"675","A9","nokr","verb","O",NA,NA,"n","no",TRUE,"dental","sonorant","root","female",23,"young","Higher","Humanities","A"
"676","A9","kamp","verb","OB",NA,NA,"k","no",TRUE,"velar","stop","root","female",23,"young","Higher","Humanities","A"
"678","A9","skol","verb","O",NA,NA,"sk","yes",TRUE,"dental","fricative","root","female",23,"young","Higher","Humanities","A"
"679","A9","zhuskl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","female",23,"young","Higher","Humanities","A"
"680","A9","razhn","verb","O",NA,NA,"r","no",TRUE,"dental","sonorant","root","female",23,"young","Higher","Humanities","A"
"681","A9","rogl","verb","O",NA,NA,"r","no",TRUE,"dental","sonorant","root","female",23,"young","Higher","Humanities","A"
"682","A9","zopr","verb","O",NA,NA,"z","no",TRUE,"dental","fricative","root","female",23,"young","Higher","Humanities","A"
"683","A9","shakl","verb","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","female",23,"young","Higher","Humanities","A"
"684","A9","spul","verb","O",NA,NA,"sp","yes",TRUE,"dental","fricative","root","female",23,"young","Higher","Humanities","A"
"685","A9","nad","verb","O",NA,NA,"n","no",TRUE,"dental","sonorant","root","female",23,"young","Higher","Humanities","A"
"687","A9","murl","verb","O",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",23,"young","Higher","Humanities","A"
"688","A9","lopr","verb","O",NA,NA,"l","no",TRUE,"dental","sonorant","root","female",23,"young","Higher","Humanities","A"
"689","A9","lus","verb","O",NA,NA,"l","no",TRUE,"dental","sonorant","root","female",23,"young","Higher","Humanities","A"
"690","A9","jal","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","female",23,"young","Higher","Humanities","A"
"691","B1","zup","verb","O",NA,NA,"z","no",TRUE,"dental","fricative","suffix","female",20,"young","IncompleteHigher","Humanities","B"
"692","B1","zhaxl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","suffix","female",20,"young","IncompleteHigher","Humanities","B"
